date,day_of_week,weather,menu_item,food_category,meal_time,amount_cooked_kg,amount_consumed_kg,food_waste_kg
2024-12-04,Wednesday,Cloudy,Poha,Other,Breakfast,48.06,35.05,13.01
2024-12-04,Wednesday,Cloudy,Jeera Rice,Rice,Lunch,55.77,39.11,16.66
2024-12-05,Thursday,Light Rain,Gulab Jamun,Dessert,Lunch,57.1,48.73,8.37
2024-12-06,Friday,Heavy Rain,Gulab Jamun,Dessert,Lunch,41.86,27.32,14.54
2024-12-06,Friday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,41.79,25.97,15.82
2024-12-06,Friday,Heavy Rain,Jeera Rice,Rice,Breakfast,42.42,35.6,6.82
2024-12-07,Saturday,Heavy Rain,Poha,Other,Dinner,58.61,27.22,31.39
2024-12-07,Saturday,Heavy Rain,Plain Roti,Bread/Roti,Lunch,40.84,23.03,17.82
2024-12-07,Saturday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,50.46,27.56,22.91
2024-12-08,Sunday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,46.59,20.87,25.71
2024-12-09,Monday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,58.79,46.23,12.57
2024-12-10,Tuesday,Clear,Aloo Gobhi,Dry Veg,Lunch,55.95,39.63,16.32
2024-12-10,Tuesday,Clear,Mix Veg,Dry Veg,Dinner,56.53,35.6,20.93
2024-12-10,Tuesday,Clear,Mix Veg,Dry Veg,Breakfast,41.87,35.34,6.53
2024-12-11,Wednesday,Light Rain,Mix Veg,Dry Veg,Dinner,49.94,41.12,8.81
2024-12-12,Thursday,Light Rain,Gulab Jamun,Dessert,Dinner,54.54,47.69,6.85
2024-12-12,Thursday,Light Rain,Palak Paneer,Curry/Dal,Breakfast,54.09,41.96,12.13
2024-12-13,Friday,Cloudy,Palak Paneer,Curry/Dal,Lunch,45.59,42.75,2.83
2024-12-13,Friday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,53.18,40.32,12.86
2024-12-14,Saturday,Light Rain,Dal Makhani,Curry/Dal,Dinner,54.53,31.42,23.12
2024-12-15,Sunday,Light Rain,Gulab Jamun,Dessert,Breakfast,44.57,30.02,14.54
2024-12-16,Monday,Light Rain,Gulab Jamun,Dessert,Lunch,55.6,40.04,15.56
2024-12-16,Monday,Light Rain,Poha,Other,Breakfast,53.49,42.66,10.83
2024-12-17,Tuesday,Heavy Rain,Jeera Rice,Rice,Lunch,44.07,31.32,12.75
2024-12-17,Tuesday,Heavy Rain,Jeera Rice,Rice,Lunch,47.7,38.54,9.16
2024-12-18,Wednesday,Cloudy,Gulab Jamun,Dessert,Lunch,44.9,35.2,9.7
2024-12-18,Wednesday,Cloudy,Poha,Other,Lunch,44.26,37.39,6.87
2024-12-19,Thursday,Light Rain,Jeera Rice,Rice,Breakfast,42.69,36.62,6.07
2024-12-20,Friday,Light Rain,Plain Roti,Bread/Roti,Breakfast,58.5,54.64,3.86
2024-12-20,Friday,Light Rain,Plain Roti,Bread/Roti,Dinner,54.76,50.36,4.4
2024-12-20,Friday,Light Rain,Palak Paneer,Curry/Dal,Dinner,45.69,40.61,5.08
2024-12-21,Saturday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,47.94,32.24,15.7
2024-12-22,Sunday,Clear,Gulab Jamun,Dessert,Lunch,40.49,29.94,10.54
2024-12-22,Sunday,Clear,Gulab Jamun,Dessert,Breakfast,42.0,32.23,9.77
2024-12-22,Sunday,Clear,Plain Roti,Bread/Roti,Breakfast,53.44,34.11,19.33
2024-12-23,Monday,Clear,Dal Makhani,Curry/Dal,Lunch,52.96,49.2,3.76
2024-12-24,Tuesday,Cloudy,Jeera Rice,Rice,Breakfast,44.36,32.96,11.4
2024-12-24,Tuesday,Cloudy,Gulab Jamun,Dessert,Lunch,55.97,49.93,6.05
2024-12-24,Tuesday,Cloudy,Jeera Rice,Rice,Lunch,41.16,32.98,8.18
2024-12-25,Wednesday,Clear,Mix Veg,Dry Veg,Breakfast,46.86,29.69,17.17
2024-12-25,Wednesday,Clear,Plain Roti,Bread/Roti,Dinner,49.21,40.62,8.59
2024-12-26,Thursday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,41.88,31.85,10.03
2024-12-27,Friday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,56.03,42.74,13.29
2024-12-27,Friday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,40.01,29.55,10.45
2024-12-28,Saturday,Cloudy,Jeera Rice,Rice,Lunch,41.81,30.66,11.15
2024-12-28,Saturday,Cloudy,Dal Makhani,Curry/Dal,Dinner,48.12,30.56,17.56
2024-12-29,Sunday,Cloudy,Palak Paneer,Curry/Dal,Lunch,42.68,29.51,13.17
2024-12-30,Monday,Cloudy,Jeera Rice,Rice,Dinner,42.45,31.0,11.44
2024-12-30,Monday,Cloudy,Plain Roti,Bread/Roti,Lunch,51.62,42.54,9.07
2024-12-31,Tuesday,Heavy Rain,Dal Makhani,Curry/Dal,Breakfast,50.51,37.01,13.51
2024-12-31,Tuesday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,55.91,39.65,16.26
2025-01-01,Wednesday,Heavy Rain,Dal Makhani,Curry/Dal,Breakfast,42.81,28.86,13.95
2025-01-01,Wednesday,Heavy Rain,Jeera Rice,Rice,Breakfast,52.52,37.76,14.76
2025-01-02,Thursday,Light Rain,Mix Veg,Dry Veg,Breakfast,54.01,43.09,10.92
2025-01-02,Thursday,Light Rain,Mix Veg,Dry Veg,Breakfast,59.33,41.98,17.35
2025-01-03,Friday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,42.38,34.83,7.55
2025-01-04,Saturday,Light Rain,Palak Paneer,Curry/Dal,Lunch,52.34,37.99,14.35
2025-01-05,Sunday,Heavy Rain,Mix Veg,Dry Veg,Dinner,55.31,19.84,35.47
2025-01-06,Monday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,49.09,37.06,12.02
2025-01-07,Tuesday,Light Rain,Plain Roti,Bread/Roti,Lunch,52.44,40.7,11.74
2025-01-07,Tuesday,Light Rain,Jeera Rice,Rice,Lunch,50.84,37.23,13.61
2025-01-07,Tuesday,Light Rain,Dal Makhani,Curry/Dal,Lunch,41.99,38.19,3.8
2025-01-08,Wednesday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,55.34,51.71,3.63
2025-01-08,Wednesday,Cloudy,Aloo Gobhi,Dry Veg,Breakfast,55.37,46.84,8.52
2025-01-09,Thursday,Heavy Rain,Poha,Other,Lunch,47.0,29.87,17.13
2025-01-09,Thursday,Heavy Rain,Jeera Rice,Rice,Lunch,56.89,38.41,18.49
2025-01-09,Thursday,Heavy Rain,Palak Paneer,Curry/Dal,Lunch,47.21,30.86,16.35
2025-01-10,Friday,Clear,Aloo Gobhi,Dry Veg,Dinner,47.19,44.1,3.08
2025-01-11,Saturday,Cloudy,Aloo Gobhi,Dry Veg,Dinner,45.38,32.43,12.96
2025-01-11,Saturday,Cloudy,Mix Veg,Dry Veg,Lunch,52.81,28.32,24.49
2025-01-11,Saturday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,56.38,36.83,19.55
2025-01-12,Sunday,Clear,Gulab Jamun,Dessert,Lunch,56.92,39.24,17.68
2025-01-13,Monday,Heavy Rain,Mix Veg,Dry Veg,Dinner,59.84,43.82,16.03
2025-01-13,Monday,Heavy Rain,Gulab Jamun,Dessert,Breakfast,50.16,34.69,15.47
2025-01-14,Tuesday,Heavy Rain,Aloo Gobhi,Dry Veg,Breakfast,47.01,29.71,17.3
2025-01-14,Tuesday,Heavy Rain,Poha,Other,Breakfast,49.69,40.26,9.43
2025-01-15,Wednesday,Cloudy,Poha,Other,Lunch,40.44,32.2,8.24
2025-01-15,Wednesday,Cloudy,Jeera Rice,Rice,Breakfast,45.77,40.08,5.69
2025-01-15,Wednesday,Cloudy,Dal Makhani,Curry/Dal,Dinner,51.57,45.49,6.08
2025-01-16,Thursday,Clear,Aloo Gobhi,Dry Veg,Dinner,59.5,48.07,11.43
2025-01-16,Thursday,Clear,Aloo Gobhi,Dry Veg,Lunch,59.04,49.15,9.89
2025-01-16,Thursday,Clear,Dal Makhani,Curry/Dal,Lunch,46.94,37.53,9.41
2025-01-17,Friday,Clear,Aloo Gobhi,Dry Veg,Dinner,43.16,37.1,6.06
2025-01-17,Friday,Clear,Aloo Gobhi,Dry Veg,Dinner,49.46,42.99,6.46
2025-01-18,Saturday,Clear,Poha,Other,Lunch,55.06,33.08,21.98
2025-01-18,Saturday,Clear,Gulab Jamun,Dessert,Lunch,56.37,34.36,22.01
2025-01-18,Saturday,Clear,Palak Paneer,Curry/Dal,Dinner,53.84,32.23,21.61
2025-01-19,Sunday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,45.92,27.66,18.26
2025-01-19,Sunday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,43.02,20.92,22.1
2025-01-19,Sunday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,51.94,21.43,30.51
2025-01-20,Monday,Heavy Rain,Palak Paneer,Curry/Dal,Lunch,56.47,38.96,17.51
2025-01-21,Tuesday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,48.3,32.3,16.0
2025-01-21,Tuesday,Heavy Rain,Jeera Rice,Rice,Breakfast,41.06,33.52,7.54
2025-01-21,Tuesday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,53.56,41.52,12.04
2025-01-22,Wednesday,Heavy Rain,Poha,Other,Lunch,54.38,41.07,13.31
2025-01-23,Thursday,Light Rain,Plain Roti,Bread/Roti,Lunch,48.62,45.95,2.68
2025-01-24,Friday,Heavy Rain,Mix Veg,Dry Veg,Dinner,52.08,27.36,24.72
2025-01-24,Friday,Heavy Rain,Aloo Gobhi,Dry Veg,Lunch,52.92,36.32,16.6
2025-01-24,Friday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,58.79,36.81,21.98
2025-01-25,Saturday,Cloudy,Plain Roti,Bread/Roti,Dinner,55.03,43.29,11.73
2025-01-25,Saturday,Cloudy,Palak Paneer,Curry/Dal,Lunch,49.43,34.01,15.42
2025-01-26,Sunday,Light Rain,Mix Veg,Dry Veg,Dinner,58.74,28.9,29.84
2025-01-27,Monday,Light Rain,Jeera Rice,Rice,Breakfast,49.68,46.82,2.86
2025-01-27,Monday,Light Rain,Jeera Rice,Rice,Breakfast,58.31,48.04,10.27
2025-01-28,Tuesday,Light Rain,Poha,Other,Dinner,56.21,40.22,15.98
2025-01-28,Tuesday,Light Rain,Dal Makhani,Curry/Dal,Dinner,45.94,41.39,4.55
2025-01-28,Tuesday,Light Rain,Gulab Jamun,Dessert,Breakfast,45.99,32.97,13.02
2025-01-29,Wednesday,Light Rain,Plain Roti,Bread/Roti,Lunch,49.49,37.73,11.75
2025-01-30,Thursday,Heavy Rain,Dal Makhani,Curry/Dal,Breakfast,51.75,32.38,19.37
2025-01-31,Friday,Heavy Rain,Jeera Rice,Rice,Breakfast,41.62,28.95,12.67
2025-01-31,Friday,Heavy Rain,Gulab Jamun,Dessert,Lunch,40.25,26.21,14.04
2025-01-31,Friday,Heavy Rain,Palak Paneer,Curry/Dal,Breakfast,52.75,32.09,20.66
2025-02-01,Saturday,Heavy Rain,Aloo Gobhi,Dry Veg,Lunch,52.32,26.1,26.23
2025-02-01,Saturday,Heavy Rain,Poha,Other,Dinner,46.35,21.66,24.68
2025-02-02,Sunday,Heavy Rain,Jeera Rice,Rice,Lunch,48.81,29.34,19.47
2025-02-02,Sunday,Heavy Rain,Gulab Jamun,Dessert,Lunch,54.74,25.43,29.31
2025-02-02,Sunday,Heavy Rain,Aloo Gobhi,Dry Veg,Lunch,46.5,24.56,21.93
2025-02-03,Monday,Cloudy,Plain Roti,Bread/Roti,Dinner,41.32,37.36,3.96
2025-02-04,Tuesday,Light Rain,Aloo Gobhi,Dry Veg,Breakfast,57.7,46.38,11.32
2025-02-04,Tuesday,Light Rain,Poha,Other,Breakfast,51.74,38.92,12.82
2025-02-04,Tuesday,Light Rain,Gulab Jamun,Dessert,Lunch,43.78,39.78,4.0
2025-02-05,Wednesday,Heavy Rain,Palak Paneer,Curry/Dal,Lunch,44.04,29.04,15.0
2025-02-05,Wednesday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,51.91,39.95,11.96
2025-02-05,Wednesday,Heavy Rain,Poha,Other,Dinner,43.59,29.33,14.27
2025-02-06,Thursday,Heavy Rain,Jeera Rice,Rice,Dinner,53.95,40.24,13.7
2025-02-06,Thursday,Heavy Rain,Jeera Rice,Rice,Breakfast,53.91,42.09,11.82
2025-02-07,Friday,Clear,Gulab Jamun,Dessert,Dinner,48.56,44.39,4.18
2025-02-07,Friday,Clear,Gulab Jamun,Dessert,Breakfast,44.96,36.4,8.55
2025-02-07,Friday,Clear,Plain Roti,Bread/Roti,Dinner,51.25,36.0,15.24
2025-02-08,Saturday,Clear,Palak Paneer,Curry/Dal,Lunch,40.6,23.96,16.63
2025-02-08,Saturday,Clear,Mix Veg,Dry Veg,Breakfast,57.19,27.37,29.82
2025-02-09,Sunday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,55.49,31.68,23.8
2025-02-10,Monday,Cloudy,Mix Veg,Dry Veg,Breakfast,43.33,26.03,17.3
2025-02-10,Monday,Cloudy,Aloo Gobhi,Dry Veg,Dinner,52.6,43.14,9.45
2025-02-11,Tuesday,Light Rain,Mix Veg,Dry Veg,Breakfast,56.92,46.71,10.21
2025-02-12,Wednesday,Heavy Rain,Plain Roti,Bread/Roti,Dinner,45.51,34.38,11.13
2025-02-12,Wednesday,Heavy Rain,Palak Paneer,Curry/Dal,Lunch,49.71,37.73,11.98
2025-02-13,Thursday,Clear,Jeera Rice,Rice,Breakfast,42.83,31.47,11.35
2025-02-13,Thursday,Clear,Jeera Rice,Rice,Lunch,44.19,35.04,9.15
2025-02-13,Thursday,Clear,Palak Paneer,Curry/Dal,Lunch,47.27,35.57,11.7
2025-02-14,Friday,Light Rain,Plain Roti,Bread/Roti,Lunch,49.69,41.91,7.79
2025-02-15,Saturday,Cloudy,Plain Roti,Bread/Roti,Breakfast,53.7,40.86,12.85
2025-02-16,Sunday,Cloudy,Gulab Jamun,Dessert,Dinner,41.05,32.57,8.49
2025-02-16,Sunday,Cloudy,Poha,Other,Breakfast,56.73,35.75,20.98
2025-02-16,Sunday,Cloudy,Dal Makhani,Curry/Dal,Lunch,43.9,24.9,19.0
2025-02-17,Monday,Clear,Jeera Rice,Rice,Lunch,46.49,35.11,11.38
2025-02-17,Monday,Clear,Jeera Rice,Rice,Lunch,48.04,35.2,12.83
2025-02-17,Monday,Clear,Plain Roti,Bread/Roti,Breakfast,44.01,33.83,10.18
2025-02-18,Tuesday,Light Rain,Poha,Other,Dinner,53.82,48.72,5.11
2025-02-18,Tuesday,Light Rain,Dal Makhani,Curry/Dal,Lunch,42.12,30.76,11.37
2025-02-18,Tuesday,Light Rain,Mix Veg,Dry Veg,Dinner,51.34,41.96,9.37
2025-02-19,Wednesday,Light Rain,Plain Roti,Bread/Roti,Lunch,50.55,39.77,10.78
2025-02-19,Wednesday,Light Rain,Jeera Rice,Rice,Dinner,41.1,35.86,5.25
2025-02-20,Thursday,Cloudy,Jeera Rice,Rice,Breakfast,52.73,41.75,10.98
2025-02-20,Thursday,Cloudy,Plain Roti,Bread/Roti,Lunch,45.94,34.2,11.74
2025-02-20,Thursday,Cloudy,Jeera Rice,Rice,Lunch,43.23,38.34,4.89
2025-02-21,Friday,Clear,Plain Roti,Bread/Roti,Dinner,45.64,33.61,12.03
2025-02-21,Friday,Clear,Jeera Rice,Rice,Lunch,41.52,35.57,5.95
2025-02-22,Saturday,Light Rain,Jeera Rice,Rice,Lunch,48.68,28.31,20.37
2025-02-22,Saturday,Light Rain,Poha,Other,Breakfast,48.8,29.5,19.3
2025-02-22,Saturday,Light Rain,Poha,Other,Lunch,43.34,28.75,14.59
2025-02-23,Sunday,Cloudy,Mix Veg,Dry Veg,Dinner,57.98,32.51,25.47
2025-02-23,Sunday,Cloudy,Jeera Rice,Rice,Dinner,48.6,37.97,10.63
2025-02-23,Sunday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,40.56,27.78,12.78
2025-02-24,Monday,Clear,Palak Paneer,Curry/Dal,Breakfast,44.91,41.71,3.2
2025-02-25,Tuesday,Clear,Dal Makhani,Curry/Dal,Dinner,41.37,32.66,8.7
2025-02-25,Tuesday,Clear,Poha,Other,Breakfast,53.87,46.04,7.83
2025-02-25,Tuesday,Clear,Poha,Other,Breakfast,52.34,47.14,5.2
2025-02-26,Wednesday,Cloudy,Aloo Gobhi,Dry Veg,Breakfast,47.01,43.85,3.17
2025-02-26,Wednesday,Cloudy,Jeera Rice,Rice,Dinner,42.95,38.41,4.54
2025-02-27,Thursday,Clear,Palak Paneer,Curry/Dal,Dinner,51.24,38.61,12.63
2025-02-28,Friday,Cloudy,Plain Roti,Bread/Roti,Dinner,53.52,37.67,15.86
2025-02-28,Friday,Cloudy,Poha,Other,Dinner,48.16,43.32,4.84
2025-02-28,Friday,Cloudy,Plain Roti,Bread/Roti,Lunch,55.15,47.37,7.78
2025-03-01,Saturday,Light Rain,Poha,Other,Breakfast,54.21,38.48,15.73
2025-03-02,Sunday,Clear,Aloo Gobhi,Dry Veg,Lunch,47.87,29.35,18.52
2025-03-02,Sunday,Clear,Mix Veg,Dry Veg,Dinner,44.78,26.42,18.36
2025-03-02,Sunday,Clear,Mix Veg,Dry Veg,Breakfast,57.16,25.92,31.24
2025-03-03,Monday,Heavy Rain,Jeera Rice,Rice,Breakfast,56.98,38.31,18.68
2025-03-03,Monday,Heavy Rain,Poha,Other,Dinner,49.74,37.6,12.14
2025-03-03,Monday,Heavy Rain,Palak Paneer,Curry/Dal,Lunch,47.85,31.48,16.37
2025-03-04,Tuesday,Clear,Palak Paneer,Curry/Dal,Breakfast,58.4,54.86,3.53
2025-03-05,Wednesday,Light Rain,Mix Veg,Dry Veg,Dinner,55.92,34.17,21.75
2025-03-05,Wednesday,Light Rain,Plain Roti,Bread/Roti,Breakfast,49.9,46.64,3.26
2025-03-06,Thursday,Cloudy,Plain Roti,Bread/Roti,Dinner,45.76,35.73,10.03
2025-03-06,Thursday,Cloudy,Poha,Other,Dinner,57.96,43.61,14.35
2025-03-07,Friday,Light Rain,Jeera Rice,Rice,Breakfast,43.05,38.65,4.4
2025-03-08,Saturday,Light Rain,Jeera Rice,Rice,Dinner,53.56,40.71,12.85
2025-03-08,Saturday,Light Rain,Gulab Jamun,Dessert,Lunch,52.88,42.09,10.79
2025-03-08,Saturday,Light Rain,Mix Veg,Dry Veg,Lunch,47.26,26.79,20.48
2025-03-09,Sunday,Heavy Rain,Poha,Other,Dinner,54.78,30.77,24.02
2025-03-09,Sunday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,57.29,31.76,25.54
2025-03-09,Sunday,Heavy Rain,Palak Paneer,Curry/Dal,Lunch,54.82,37.59,17.23
2025-03-10,Monday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,44.48,34.52,9.97
2025-03-10,Monday,Cloudy,Gulab Jamun,Dessert,Dinner,56.85,50.1,6.74
2025-03-11,Tuesday,Cloudy,Palak Paneer,Curry/Dal,Lunch,57.5,46.95,10.56
2025-03-12,Wednesday,Clear,Gulab Jamun,Dessert,Lunch,41.34,30.53,10.82
2025-03-12,Wednesday,Clear,Poha,Other,Lunch,46.72,33.38,13.34
2025-03-13,Thursday,Heavy Rain,Dal Makhani,Curry/Dal,Dinner,41.62,28.76,12.86
2025-03-14,Friday,Cloudy,Poha,Other,Lunch,40.85,38.39,2.46
2025-03-15,Saturday,Heavy Rain,Gulab Jamun,Dessert,Breakfast,45.8,20.7,25.1
2025-03-15,Saturday,Heavy Rain,Mix Veg,Dry Veg,Lunch,59.79,21.34,38.46
2025-03-15,Saturday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,41.03,22.33,18.71
2025-03-16,Sunday,Cloudy,Poha,Other,Breakfast,56.18,35.43,20.75
2025-03-16,Sunday,Cloudy,Gulab Jamun,Dessert,Dinner,53.21,29.68,23.53
2025-03-16,Sunday,Cloudy,Mix Veg,Dry Veg,Dinner,44.07,30.17,13.9
2025-03-17,Monday,Cloudy,Gulab Jamun,Dessert,Lunch,42.27,31.47,10.8
2025-03-17,Monday,Cloudy,Palak Paneer,Curry/Dal,Lunch,41.5,31.84,9.66
2025-03-17,Monday,Cloudy,Aloo Gobhi,Dry Veg,Breakfast,51.82,49.05,2.77
2025-03-18,Tuesday,Clear,Plain Roti,Bread/Roti,Breakfast,49.47,44.99,4.48
2025-03-19,Wednesday,Clear,Palak Paneer,Curry/Dal,Breakfast,59.05,46.74,12.3
2025-03-19,Wednesday,Clear,Aloo Gobhi,Dry Veg,Lunch,48.02,42.09,5.92
2025-03-19,Wednesday,Clear,Jeera Rice,Rice,Dinner,57.12,46.09,11.03
2025-03-20,Thursday,Cloudy,Gulab Jamun,Dessert,Lunch,56.32,47.74,8.58
2025-03-21,Friday,Heavy Rain,Poha,Other,Dinner,53.64,33.74,19.9
2025-03-21,Friday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,44.47,28.52,15.95
2025-03-22,Saturday,Light Rain,Plain Roti,Bread/Roti,Breakfast,45.96,29.27,16.69
2025-03-22,Saturday,Light Rain,Palak Paneer,Curry/Dal,Breakfast,45.27,35.64,9.64
2025-03-22,Saturday,Light Rain,Plain Roti,Bread/Roti,Lunch,42.76,33.54,9.22
2025-03-23,Sunday,Light Rain,Jeera Rice,Rice,Dinner,53.04,39.78,13.25
2025-03-23,Sunday,Light Rain,Mix Veg,Dry Veg,Dinner,40.62,18.99,21.64
2025-03-23,Sunday,Light Rain,Jeera Rice,Rice,Breakfast,59.93,33.61,26.32
2025-03-24,Monday,Clear,Gulab Jamun,Dessert,Dinner,44.64,36.58,8.06
2025-03-25,Tuesday,Cloudy,Dal Makhani,Curry/Dal,Lunch,44.48,40.09,4.39
2025-03-25,Tuesday,Cloudy,Mix Veg,Dry Veg,Dinner,57.13,42.82,14.31
2025-03-25,Tuesday,Cloudy,Dal Makhani,Curry/Dal,Dinner,58.8,45.37,13.44
2025-03-26,Wednesday,Light Rain,Jeera Rice,Rice,Breakfast,45.08,37.95,7.14
2025-03-26,Wednesday,Light Rain,Poha,Other,Dinner,40.08,30.74,9.34
2025-03-26,Wednesday,Light Rain,Palak Paneer,Curry/Dal,Dinner,57.99,42.53,15.46
2025-03-27,Thursday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,58.1,49.28,8.82
2025-03-27,Thursday,Cloudy,Palak Paneer,Curry/Dal,Dinner,46.04,34.83,11.21
2025-03-27,Thursday,Cloudy,Dal Makhani,Curry/Dal,Lunch,57.99,49.85,8.14
2025-03-28,Friday,Light Rain,Dal Makhani,Curry/Dal,Lunch,48.18,37.4,10.78
2025-03-29,Saturday,Heavy Rain,Mix Veg,Dry Veg,Dinner,41.7,16.87,24.83
2025-03-29,Saturday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,58.82,36.26,22.56
2025-03-29,Saturday,Heavy Rain,Aloo Gobhi,Dry Veg,Dinner,54.47,30.37,24.1
2025-03-30,Sunday,Light Rain,Mix Veg,Dry Veg,Dinner,47.22,30.19,17.03
2025-03-30,Sunday,Light Rain,Palak Paneer,Curry/Dal,Lunch,48.86,38.55,10.32
2025-03-31,Monday,Heavy Rain,Poha,Other,Lunch,57.31,47.95,9.36
2025-03-31,Monday,Heavy Rain,Palak Paneer,Curry/Dal,Lunch,43.37,32.47,10.9
2025-04-01,Tuesday,Clear,Jeera Rice,Rice,Breakfast,57.8,50.36,7.44
2025-04-01,Tuesday,Clear,Poha,Other,Breakfast,43.33,30.45,12.87
2025-04-01,Tuesday,Clear,Jeera Rice,Rice,Lunch,45.79,32.26,13.53
2025-04-02,Wednesday,Cloudy,Jeera Rice,Rice,Lunch,47.07,38.93,8.13
2025-04-02,Wednesday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,52.25,48.07,4.18
2025-04-02,Wednesday,Cloudy,Gulab Jamun,Dessert,Breakfast,43.11,34.43,8.68
2025-04-03,Thursday,Heavy Rain,Plain Roti,Bread/Roti,Lunch,59.8,43.97,15.84
2025-04-04,Friday,Cloudy,Gulab Jamun,Dessert,Lunch,58.27,54.25,4.02
2025-04-04,Friday,Cloudy,Jeera Rice,Rice,Breakfast,58.08,54.49,3.6
2025-04-05,Saturday,Heavy Rain,Palak Paneer,Curry/Dal,Lunch,59.98,28.67,31.31
2025-04-06,Sunday,Light Rain,Mix Veg,Dry Veg,Lunch,54.05,26.78,27.28
2025-04-07,Monday,Light Rain,Plain Roti,Bread/Roti,Lunch,54.67,50.12,4.54
2025-04-07,Monday,Light Rain,Mix Veg,Dry Veg,Lunch,54.61,34.56,20.05
2025-04-08,Tuesday,Cloudy,Dal Makhani,Curry/Dal,Breakfast,58.69,43.58,15.1
2025-04-09,Wednesday,Light Rain,Jeera Rice,Rice,Dinner,56.04,45.94,10.11
2025-04-09,Wednesday,Light Rain,Palak Paneer,Curry/Dal,Breakfast,54.82,41.53,13.29
2025-04-10,Thursday,Heavy Rain,Mix Veg,Dry Veg,Lunch,47.77,24.32,23.45
2025-04-10,Thursday,Heavy Rain,Plain Roti,Bread/Roti,Lunch,53.88,33.37,20.51
2025-04-10,Thursday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,59.63,42.05,17.59
2025-04-11,Friday,Clear,Palak Paneer,Curry/Dal,Lunch,48.7,37.26,11.45
2025-04-11,Friday,Clear,Poha,Other,Lunch,51.98,46.79,5.19
2025-04-11,Friday,Clear,Gulab Jamun,Dessert,Lunch,53.27,40.54,12.73
2025-04-12,Saturday,Cloudy,Palak Paneer,Curry/Dal,Breakfast,59.83,38.15,21.69
2025-04-13,Sunday,Clear,Plain Roti,Bread/Roti,Breakfast,54.95,37.36,17.59
2025-04-13,Sunday,Clear,Poha,Other,Dinner,52.74,38.41,14.33
2025-04-14,Monday,Cloudy,Jeera Rice,Rice,Breakfast,51.0,44.82,6.17
2025-04-14,Monday,Cloudy,Jeera Rice,Rice,Lunch,44.44,40.14,4.3
2025-04-14,Monday,Cloudy,Gulab Jamun,Dessert,Breakfast,56.38,43.13,13.25
2025-04-15,Tuesday,Heavy Rain,Mix Veg,Dry Veg,Breakfast,40.2,25.69,14.51
2025-04-15,Tuesday,Heavy Rain,Jeera Rice,Rice,Breakfast,45.83,38.2,7.63
2025-04-16,Wednesday,Light Rain,Jeera Rice,Rice,Lunch,47.83,37.49,10.34
2025-04-17,Thursday,Heavy Rain,Plain Roti,Bread/Roti,Lunch,44.22,27.0,17.22
2025-04-18,Friday,Light Rain,Palak Paneer,Curry/Dal,Dinner,55.44,38.95,16.49
2025-04-18,Friday,Light Rain,Mix Veg,Dry Veg,Breakfast,55.62,46.18,9.45
2025-04-19,Saturday,Clear,Plain Roti,Bread/Roti,Breakfast,46.0,29.07,16.94
2025-04-19,Saturday,Clear,Plain Roti,Bread/Roti,Breakfast,55.24,41.3,13.94
2025-04-20,Sunday,Cloudy,Dal Makhani,Curry/Dal,Lunch,59.32,39.03,20.29
2025-04-20,Sunday,Cloudy,Plain Roti,Bread/Roti,Breakfast,57.77,40.69,17.08
2025-04-20,Sunday,Cloudy,Palak Paneer,Curry/Dal,Lunch,54.53,35.1,19.43
2025-04-21,Monday,Clear,Gulab Jamun,Dessert,Lunch,42.55,30.34,12.21
2025-04-22,Tuesday,Clear,Gulab Jamun,Dessert,Dinner,51.58,38.45,13.14
2025-04-23,Wednesday,Heavy Rain,Palak Paneer,Curry/Dal,Dinner,54.62,42.36,12.26
2025-04-23,Wednesday,Heavy Rain,Mix Veg,Dry Veg,Lunch,53.0,31.12,21.88
